0	0	0	833.415	557.671
1	1	0	868.822	586.918
2	2	0	902.039	616.478
3	3	0	935.906	648.27
4	4	0	970.025	674.614
5	5	0	1004.23	706.434
5	0	0	990.008	551.842
4	1	0	960.368	583.504
3	2	0	933.995	616.263
2	3	0	903.614	647.92
1	4	0	874.023	679.009
0	5	0	844.201	711.589
0	8	0	850.202	807.524
1	8	0	883.106	804.531
2	8	0	916.203	797.994
3	8	0	946.917	803.407
4	8	0	979.199	798.178
5	8	0	1012.75	799.531
0	7	0	848.192	773.792
1	7	0	879.006	771.115
2	7	0	912.75	772.121
3	7	0	947.47	771.18
4	7	0	977.017	769.731
5	7	0	1009.21	766.145

