0	0	0	628.598	263.469
1	0	0	652.766	265.928
2	0	0	675.777	267.859
3	0	0	700.29	269.78
4	0	0	723.694	269.775
5	0	0	688.451	228.089
0	7	0	616.934	427.346
1	7	0	641.599	429.07
2	7	0	665.143	432.326
3	7	0	690.139	432.514
4	7	0	714.162	436.861
5	7	0	737.827	437.413
0	3	0	624.946	331.258
1	3	0	647.756	334.449
2	3	0	671.603	337.677
3	3	0	696.362	338.681
4	3	0	719.533	342.576
5	3	0	744.087	342.172
0	1	0	626.851	286.479
0	2	0	625.377	310.936
0	4	0	622.448	356.929
0	5	0	620.556	379.254
0	6	0	619.023	404.426
5	1	0	747.286	295.019
5	2	0	745.488	320.525
5	4	0	743.115	367.214
5	5	0	740.719	390.245
5	6	0	739.561	415.437

